element	occurrence frequency
joint grammar development	1
dictionary-based domain adaptation	1
evaluating the pairwise string alignment	1
predictive modeling	1
ontology and hybrid based approach	1
high-accuracy phrase translation acquisition	1
an ontological approach	1
chinese-portuguese machine translation	1
controlling personality-based stylistic variation	1
a constraint based approach	1
learning summary prior representation	1
subword and spatiotemporal models	1
efficiently indexed n-gram statistics	1
toward learning and evaluation	1
it-disambiguation and source-aware language models	1
an initial test collection	1
improving scl model	1
collocation segmentation	1
multilingual summary generation	1
subdeletion	1
unsupervised model and discriminative reranking	1
insights into the dialogue processing	1
n-ary relation extraction	1
baselines and analysis	1
content importance models	1
decompounding and verb structure pre-reordering	1
probabilistic unification-based integration	1
better character language modeling	1
supervised clustering	1
a practical and linguistically-motivated approach	1
learning sentiment-specific word embedding	1
control structures and theories	1
cross-domain co-extraction	1
improved transliteration mining	1
a hierarchical topic model	1
efficient subsampling	1
distributed representation	1
semi-supervised stochastic multi-domain learning	1
cross-inducing	1
tighter integration	1
strictly local feature assignment	1
unsupervised learning summarization templates	1
subgraph-based classification	1
graph-structures matching	1
explicit tree typing	1
exploring beam-based shift-reduce dependency parsing	1
fast and adaptive online training	1
divided and valency-oriented parsing	1
a reassessment	1
precision	1
linguistic interpretation	1
direct bottom-up chart parsing	1
sentence modeling	1
deep investigation	1
knowledge tracing	1
multi-modal classification	1
a search-based neural model	1
dialogue response ranking training	1
domain-specific annotation	1
measures and models	1
simple unsupervised grammar induction	1
trainable models	1
unsupervised syntactic alignment	1
syntactic phrase reordering	1
toward an underspecifiable corpus annotation scheme	1
efficient top-down btg parsing	1
fine-grained arabic dialect identification	1
simple and accountable segmentation	1
a statistical theory	1
hands-on learning	1
generative self-training	1
joint annotation	1
rhetorical figure detection	1
ensemble-based deep learning models	1
japanese predicate conjugation	1
example-based paraphrasing	1
sub-domain modelling	1
weakly supervised semantic parsing	1
category tagging	1
error tracking	1
surface text based dialogue models	1
contextual matching	1
word sense disambiguation and semantic disambiguation	1
auditing deep learning processes	1
correction detection and error type selection	1
computing the most probable parse	1
an effective method	1
mandarin verbs of conversation	1
social and linguistic behavior and its correlation	1
online relative margin maximization	1
temporal random indexing	1
coreference clustering	1
reinforcement and imitation	1
a machine-learned generation module	1
compiling	1
modeling long-distance cue integration	1
a hierarchical parsing approach	1
chart parsing algorithms	1
modeling and evaluation	1
an error-oriented approach	1
an annotation framework and some initial experiments	1
distributed asynchronous online learning	1
cascaded imbalanced classification	1
multi-modal context graph understanding and self-supervised open-set comprehension	1
a deep word- and character-based approach	1
machine translation rules	1
role semantics	1
shallow semantics	1
transductive non-linear learning	1
free construction	1
active dual supervision	1
word boundary token model	1
neural word sense disambiguation	1
knowledge augmented models	1
context-based spelling correction	1
a psychologically informed approach	1
ontology-based incremental annotation	1
pronoun translation and prediction	1
building a production model	1
global explanation	1
helpfulness assessment	1
toward a model	1
inducing neural models	1
topological frames	1
simultaneous word-morpheme alignment	1
word embedding-based antonym detection	1
data preparation	1
generating politeness	1
a practical passage-based approach	1
neural cross-lingual named entity recognition	1
the nondirectional representation	1
a computer model	1
efficient probabilistic sampling	1
adversarial text generation	1
improving text classification	1
adjectival subcategorization	1
lexical encoding	1
rumour evaluation	1
bulk processing	1
assessing composition	1
application and evaluation	1
improved transition-based parsing and tagging	1
heterogeneous tree structure distillation	1
two-step reason selection	1
tentative approach	1
conspicuous lexical consumption	1
tensor rank regularization	1
efficient supervised language annotation	1
phonotactic rules	1
associative anaphora resolution	1
textual latent semantics	1
jointly masked sequence-to-sequence model	1
character-based tagging and chunking	1
accurate parallel fragment extraction	1
coordinate noun phrase disambiguation	1
joint chinese word segmentation and part-of-speech tagging	1
optimise the division	1
social interaction strategies	1
corpora and evaluation	1
naacl 2006 europarl evaluation	1
efficient encoding	1
a simple scalable neural networks based model	1
probabilistic network models	1
a single word classification approach	1
sentiment classification towards question-answering	1
grid tagging scheme	1
ambiguity resolution and the retrieval	1
open source phrase-based and hierarchical statistical machine translation	1
exploiting semantics	1
topic detection	1
