element	occurrence frequency
corpus-based semantics	1
denoising autoencoders	1
semeval task 4	1
improved word similarity prediction	1
semeval task 5	1
local query regions	1
construction work	1
lifelong relation extraction	1
so-pmi paradigm word candidates	1
future speech synthesis application	1
general knowledge	1
the missing link between nlp and traditional translation studies	1
universal neural machine translation	1
linguistic resources	1
subject/object learning	1
interpreting communicative goals	1
sew-embed at semeval-2017 task 2	1
distantly-supervised document-level question answering	1
language testing	1
low resource multiple-choice question answering	1
propagating representations	1
gum	1
biomedical entity normalization	1
working memory networks	1
paraphrastic sentence embeddings	1
combining word-level and character-level representations	1
political tweets analysis	1
combining context features	1
multilingual statistical machine translation	1
the biomedical domain without re-training	1
exploiting semantic web technologies	1
outbound translation user interface ptakop\vet	1
auto-generating proposition banks	1
unsupervised co-occurrence based parsing	1
combining source and target language information	1
implicit emotion recognition	1
trilingual corpora	1
classify suicide notes	1
terminology-intensive applications	1
the restaurant domain	1
the iwslt 2020 evaluation campaign	1
emad at semeval-2019 task 6	1
similar languages discrimination	1
natural language processing and applied machine learning	1
an atn syntactic parser	1
publishincovid19 at the finsbd-2 task	1
an e-mail-based help-desk domain	1
slot-filling	1
large-scale multi-lingual parsing systems	1
combining deep neural networks	1
trainable multilingual broadcast news segmentation	1
code-switched nlp	1
topic identification and discovery	1
processing sentences	1
exploiting the russian national corpus	1
detecting document structure	1
linguistic and semantic annotation	1
government binding parsing	1
relation extraction without labeled data	1
refining real-time news event extraction	1
document-level translation	1
exploiting structured knowledge	1
swissalps at semeval-2017 task 3	1
replicating the success	1
standard arabic paraphrasing	1
ua at semeval-2019 task 5	1
norwegian dependency parsing	1
st nsurl 2019 shared task	1
online persona identification	1
evaluating publication impact	1
mst parser	1
improving japanese bad-styled expressions	1
wmt 2008 shared translation task	1
nexing corpus	1
open domain	1
dutch language and speech technology	1
statistical incremental natural language understanding	1
hope at semeval-2019 task 6	1
being data-driven is not enough	1
twitter classification	1
emotion expressions	1
automated text scoring	1
speech repairs and other disruptions	1
cross-lingual and multilingual question answering	1
word vector space interpretation	1
querying linguistic treebanks	1
learn both	1
investigate relative clause extraposition	1
extracting semantic structure	1
nit\_covid-19 at wnut-2020 task 2	1
embracing ambiguity	1
gendered ambiguous pronouns shared task	1
banana at wnut-2020 task 2	1
disorder named entity recognition	1
aspect-based summarization	1
document level machine reading comprehension	1
sequence modeling	1
overfitting avoidance	1
event-based trading	1
optimizing endpointing thresholds	1
pos tagging without cross-lingual resources	1
advanced computer aided translation	1
ancient egyptian writing	1
declarative relation extraction	1
social context summarization	1
extract biomedical named entities without dictionaries	1
transformer models	1
domain-specific term extraction	1
knowledge graph embeddings	1
natural language into modern type theory	1
japanese information extraction	1
crowdsourcing interaction logs	1
non-canonical inputs	1
gap-fill items	1
term discovery systems	1
modernist and hypertext fiction	1
graph-sequence iterative inference	1
rare word simplification	1
isclab at semeval-2018 task 1	1
low resource ad-hoc cross-lingual information retrieval	1
learning embeddings	1
briefing templates	1
legal language documentation	1
construction and applications	1
kernel-based text analysis	1
latin syntax	1
syntax (peas)	1
robust neural machine translation	1
earley-style hpsg processing	1
unsupervised textual user-generated content normalization	1
automatic thai annotated corpus construction	1
real-world spontaneous speech	1
contextual error detection and correction	1
factoid and non-factoid question	1
large-scale spoken language understanding	1
japanese-russian automatic translation	1
taking into account the differences between actively and passively acquired data	1
twitter data during hazard events	1
exploring social bias	1
grammar-based systems	1
heterogeneous bilingual resources into an interactive translation system	1
machine translation research	1
build useful translation lexicons	1
speech corpus generation	1
twitter (cut)	1
the wmt17 multimodal translation task	1
russian-japanese news commentary task	1
deploying active learning	1
discussion	1
semi-supervised speaker clustering	1
building a semantically annotated corpus	1
automatic short answer grading evaluation	1
perform syntactic rewriting	1
short text clustering performance	1
smoothing	1
multilingual grammars	1
urdu--english cross-language information retrieval	1
identify temporal expressions	1
extractive document summarization	1
highly portable spoken dialogue system	1
icl-hd at semeval-2016 task 10	1
reading comprehension data	1
personalized vocabulary building	1
multi-lingual generation	1
syntactic typology	1
optimising text quality	1
pram\	1
the 2016 wmt shared task	1
query-based abstractive summarization	1
broad domains	1
language revitalization	1
sentence processing improve sentence readability ranking	1
annotating causal relations	1
cofee	1
robust lkbs	1
lynyrdskynyrd at wnut-2020 task 2	1
gwu nlp at semeval-2019 task 7	1
unsupervised word embeddings	1
everyday interaction	1
studying the effects	1
turkish natural language inference	1
tei encoded dictionaries at icltt	1
revisiting pinker and prince (1988) and the past tense debate	1
pruning basic elements	1
a nlg application	1
dependency parsing of basque	1
integrating sentiment features	1
bio-medical named entity recognition	1
um-iu@ling at semeval-2019 task 6	1
clarifying sentences	1
creating a large-scale bilingual corpora	1
disabled children	1
incorporating context information	1
query snowball	1
simplification	1
discriminative training	1
the wmt15 tuning task	1
training nondeficient variants	1
expressive grammar formalisms	1
multi-document summarization of opinions	1
improve opinion target identification	1
human-to-human conversation scenarios	1
annotating causal language	1
humor analysis	1
improve committed belief tagging	1
annotating historical corpora	1
improved contextual neural lemmatization	1
matching the blanks	1
robust pos tagging	1
automatic sign language processing	1
multilingual neural transliteration	1
replacing oov words	1
multilingual self-attentional translation models	1
complex knowledge extraction	1
source-side syntax	1
italian verb classification	1
english passivization	1
arabic-english	1
itg-based translation	1
multilingual processing	1
expert finding methods	1
improved query expansion	1
sports video retrieval	1
assessing authenticity	1
the 1st person restriction of causal clauses	1
evaluation metrics matter	1
script event prediction	1
ground truth creation	1
